LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion,feedback
18358,20,Female,Multan,Email,21,13,Warm,7,Desktop,Twitter,0,0,0.7,2,6,28,No Payment,0,The product is not bad.
17857,26,Female,Islamabad,Social Media,60,2,Warm,8,Mobile,ReferralSite,5,3,0.3,24,7,52,No Payment,0,I expected more for the cost.
343,35,Male,Faisalabad,Social Media,11,4,Warm,7,Tablet,ReferralSite,4,2,0.2,24,6,170,Good,0,It did not meet my expectations.
2388,36,Female,Quetta,Email,39,5,Warm,3,Mobile,Twitter,0,1,0.7,20,3,26,Good,0,The quality is below average.
13437,30,Female,Islamabad,Email,30,13,Cold,9,Desktop,Facebook,1,1,0.5,12,9,111,No Payment,1,It has improved my workflow significantly.
13316,37,Female,Lahore,Referral,54,14,Hot,4,Desktop,Facebook,2,2,0.7,5,2,140,Good,1,A decent product with good value.
2784,44,Male,Rawalpindi,Email,25,7,Hot,10,Tablet,Facebook,3,2,0.4,2,0,22,No Payment,0,This product didn’t work well for me.
9906,24,Male,Sialkot,Organic,39,2,Cold,8,Tablet,Direct,3,0,0.6,18,6,118,No Payment,0,Didn’t quite work as expected.
22263,41,Male,Islamabad,Email,23,13,Hot,6,Desktop,ReferralSite,5,1,0.4,11,8,191,Good,1,Great experience!
14099,25,Male,Islamabad,Organic,36,14,Hot,4,Desktop,Direct,1,2,0.4,10,1,61,No Payment,1,The product works well for my needs.
13256,26,Male,Faisalabad,Organic,32,7,Warm,5,Desktop,Facebook,4,3,0.4,4,10,193,Good,0,Not as reliable as I hoped.
5502,38,Male,Karachi,Social Media,35,12,Hot,3,Desktop,Google,5,0,0.4,20,8,46,Good,1,It does the job as advertised.
2580,39,Male,Lahore,Organic,44,15,Cold,7,Desktop,Twitter,5,3,0.6,3,6,177,Good,1,It’s a reliable product.
25659,20,Female,Faisalabad,Referral,51,5,Hot,9,Tablet,ReferralSite,0,2,0.7,23,6,108,No Payment,0,"It’s decent, but not for me."
20294,46,Male,Lahore,Referral,22,13,Warm,9,Desktop,Google,2,3,0.5,20,4,26,Good,1,I use it regularly and it meets my expectations.
15230,45,Female,Karachi,Social Media,48,14,Warm,7,Mobile,Google,5,3,0.7,23,9,109,No Payment,1,I use it regularly and it meets my expectations.
24880,29,Female,Lahore,Email,55,13,Warm,3,Desktop,Direct,0,1,0.3,11,2,186,Good,0,Could have been better.
17634,30,Male,Gujranwala,Organic,17,11,Cold,4,Mobile,Twitter,4,1,0.7,8,5,170,Good,0,Not a fan of the design.
10669,37,Male,Karachi,Social Media,42,14,Cold,6,Tablet,Twitter,0,2,0.2,18,9,106,No Payment,1,I use it regularly and it meets my expectations.
13384,50,Female,Lahore,Referral,33,9,Warm,5,Desktop,Direct,3,1,0.7,13,7,99,Good,0,I don't like the product.
325,28,Female,Quetta,Organic,6,15,Hot,9,Tablet,Direct,5,0,0.5,3,9,90,Good,0,The product is not bad.
15039,27,Female,Peshawar,Email,41,13,Cold,3,Tablet,Google,4,2,0.4,1,10,129,Good,0,Disappointing experience.
4888,42,Female,Karachi,Email,42,14,Cold,10,Desktop,ReferralSite,2,0,0.2,8,6,121,No Payment,1,"Satisfied overall, no major complaints."
8925,42,Female,Karachi,Organic,15,13,Cold,7,Desktop,ReferralSite,3,3,0.5,7,5,98,No Payment,1,A decent product with good value.
17347,37,Female,Karachi,Email,13,13,Hot,7,Desktop,Direct,3,0,0.4,18,7,116,No Payment,1,Great experience!
17493,24,Male,Lahore,Organic,21,9,Hot,5,Desktop,Direct,4,1,0.2,20,5,109,Good,0,I quite like the product.
1988,56,Male,Quetta,Email,22,15,Warm,6,Mobile,Facebook,0,3,0.3,19,6,38,No Payment,0,The experience was frustrating.
20954,38,Female,Islamabad,Referral,35,15,Cold,10,Desktop,Google,0,0,0.5,20,7,155,Good,1,Great experience!
21546,43,Female,Quetta,Email,32,11,Warm,6,Tablet,Facebook,3,3,0.7,24,2,185,Good,0,"It’s passable, but I wouldn’t recommend it."
16946,44,Female,Lahore,Social Media,50,15,Warm,7,Tablet,Google,0,1,0.7,1,4,84,Good,1,Very satisfied with the service.
7948,49,Female,Quetta,Social Media,19,11,Hot,4,Mobile,ReferralSite,4,2,0.4,22,8,67,Good,0,"It’s nice, but not what I need."
25028,34,Male,Faisalabad,Organic,16,12,Cold,9,Desktop,Google,2,2,0.5,16,9,74,Good,0,Disappointing experience.
14279,40,Female,Lahore,Referral,31,11,Hot,1,Desktop,Facebook,1,3,0.6,19,0,146,No Payment,1,Very satisfied with the service.
18277,35,Female,Lahore,Referral,39,11,Hot,3,Tablet,Facebook,3,1,0.6,4,1,199,Good,1,It does the job as advertised.
648,40,Female,Islamabad,Email,36,6,Warm,3,Desktop,Twitter,3,2,0.8,8,4,122,Good,0,Could have been better.
21647,44,Male,Multan,Email,50,11,Cold,9,Desktop,Direct,3,0,0.4,1,8,71,No Payment,0,A bit underwhelming overall.
20427,32,Female,Karachi,Referral,36,14,Hot,5,Tablet,Twitter,0,2,0.8,9,6,39,No Payment,1,I am generally pleased with the purchase.
3710,31,Female,Islamabad,Organic,11,14,Warm,6,Tablet,ReferralSite,0,1,0.2,24,7,101,Good,1,The product works well for my needs.
22762,56,Male,Gujranwala,Social Media,57,5,Hot,7,Tablet,Facebook,2,1,0.3,10,5,116,Good,0,Disappointing experience.
416,31,Male,Lahore,Organic,44,15,Hot,8,Tablet,ReferralSite,5,0,0.3,23,2,51,Good,1,A good choice for anyone considering it.
22021,30,Male,Multan,Social Media,46,11,Cold,7,Tablet,Twitter,4,3,0.7,19,8,171,No Payment,0,Could have been better.
12114,23,Male,Quetta,Email,30,3,Cold,5,Mobile,Direct,0,1,0.6,17,1,191,Good,0,I expected more for the cost.
1201,24,Female,Sialkot,Social Media,12,15,Cold,2,Desktop,ReferralSite,4,1,0.4,16,6,136,Good,0,Feels like it’s missing something.
11850,21,Female,Lahore,Email,22,15,Hot,1,Desktop,Google,2,2,0.3,13,2,174,Good,0,Not a fan of the design.
22192,36,Male,Multan,Social Media,19,6,Cold,6,Tablet,Direct,3,3,0.7,7,8,119,Good,0,"It’s decent, but not for me."
16488,55,Male,Karachi,Organic,33,12,Cold,0,Mobile,Google,0,3,0.3,3,0,168,No Payment,0,The quality is below average.
22415,29,Male,Peshawar,Social Media,51,14,Hot,3,Tablet,Direct,2,3,0.1,15,3,33,No Payment,0,"It’s passable, but I wouldn’t recommend it."
1257,37,Male,Islamabad,Organic,30,6,Cold,8,Desktop,Twitter,2,0,0.4,20,2,133,No Payment,0,"It’s passable, but I wouldn’t recommend it."
3009,48,Female,Karachi,Social Media,7,14,Cold,9,Mobile,Direct,5,1,0.2,16,7,123,Good,1,It’s a reliable product.
2776,39,Female,Islamabad,Referral,33,13,Hot,7,Desktop,Direct,2,3,0.4,10,6,74,Good,1,"Good quality, but there’s room for improvement."
15154,36,Male,Islamabad,Organic,57,15,Hot,10,Desktop,ReferralSite,4,1,0.6,6,6,140,No Payment,1,"It’s nice to have, though not life-changing."
7685,43,Male,Quetta,Email,35,13,Cold,3,Mobile,Direct,3,0,0.5,21,5,90,No Payment,0,I don't like the product.
12466,47,Male,Karachi,Email,43,13,Warm,8,Desktop,Twitter,5,2,0.7,18,7,134,Good,1,"Satisfied overall, no major complaints."
24234,27,Male,Peshawar,Organic,32,7,Cold,6,Desktop,Direct,5,0,0.3,10,2,27,Good,0,It’s functional but needs improvements.
429,34,Male,Lahore,Email,28,14,Hot,9,Tablet,ReferralSite,2,0,0.5,9,9,62,Good,1,This is exactly what I was looking for.
13163,29,Male,Lahore,Social Media,36,15,Hot,10,Mobile,Twitter,5,2,0.3,8,8,198,No Payment,1,The product is amazing!
21620,35,Female,Islamabad,Organic,41,13,Cold,6,Tablet,Direct,3,3,0.3,15,5,80,No Payment,1,This is exactly what I was looking for.
14573,34,Female,Rawalpindi,Email,60,8,Warm,1,Tablet,Facebook,0,2,0.5,12,8,108,Good,0,The product is not bad.
21611,31,Female,Islamabad,Referral,38,11,Hot,4,Mobile,Google,2,0,0.7,13,3,148,Good,1,This is exactly what I was looking for.
5476,28,Male,Lahore,Organic,55,14,Hot,6,Mobile,Facebook,1,2,0.5,12,0,113,Good,1,The product works well for my needs.
5729,40,Female,Islamabad,Social Media,8,13,Hot,7,Desktop,Facebook,2,3,0.1,2,10,162,No Payment,1,"Satisfied overall, no major complaints."
19508,31,Female,Karachi,Social Media,60,14,Warm,6,Desktop,Facebook,0,2,0.3,13,5,137,Good,1,Great experience!
5657,30,Female,Karachi,Email,32,14,Hot,8,Tablet,ReferralSite,2,3,0.3,7,1,124,Good,1,It does the job as advertised.
23122,48,Female,Karachi,Organic,51,14,Warm,6,Tablet,Twitter,5,2,0.3,11,5,196,Good,1,"Satisfied overall, no major complaints."
23191,59,Female,Karachi,Organic,7,10,Cold,9,Desktop,Twitter,2,3,0.8,6,2,79,No Payment,0,Not as reliable as I hoped.
23526,59,Female,Rawalpindi,Referral,34,2,Hot,2,Tablet,ReferralSite,4,3,0.4,9,10,27,Good,0,I quite like the product.
9897,21,Male,Quetta,Email,18,9,Cold,0,Tablet,ReferralSite,5,1,0.2,7,3,187,No Payment,0,Disappointing experience.
20515,26,Male,Islamabad,Email,50,12,Hot,9,Tablet,Twitter,4,1,0.5,2,5,25,No Payment,1,It does the job as advertised.
25181,25,Male,Islamabad,Organic,51,11,Hot,0,Desktop,Twitter,0,2,0.1,18,4,81,Good,1,Great experience!
18724,38,Female,Lahore,Social Media,21,13,Warm,6,Desktop,Direct,3,0,0.4,20,9,106,Good,1,Very satisfied with the service.
620,37,Female,Islamabad,Organic,51,13,Hot,2,Desktop,Google,5,0,0.5,11,10,171,Good,1,The quality is impressive for the price.
7609,50,Female,Gujranwala,Organic,46,14,Warm,3,Mobile,ReferralSite,5,1,0.6,9,7,171,No Payment,0,I expected more for the cost.
13045,54,Male,Islamabad,Referral,11,7,Cold,10,Tablet,Direct,0,3,0.3,13,6,36,No Payment,0,It did not meet my expectations.
6382,25,Male,Islamabad,Referral,46,15,Hot,10,Mobile,Facebook,5,2,0.4,7,6,191,No Payment,1,This is exactly what I was looking for.
24188,60,Female,Karachi,Referral,21,2,Hot,10,Tablet,ReferralSite,1,3,0.4,22,0,71,No Payment,0,It did not meet my expectations.
4945,50,Female,Faisalabad,Email,16,3,Cold,10,Tablet,Direct,4,0,0.5,18,10,67,Good,0,This product didn’t work well for me.
9663,26,Female,Peshawar,Social Media,8,2,Cold,1,Mobile,Facebook,2,1,0.3,4,6,60,Good,0,I quite like the product.
17534,35,Male,Karachi,Email,57,15,Warm,9,Tablet,Google,5,0,0.8,8,4,75,No Payment,1,"Happy with the purchase, though not exceptional."
20047,27,Male,Multan,Email,53,11,Warm,9,Tablet,Facebook,0,2,0.6,14,2,82,Good,0,The experience was frustrating.
17586,29,Female,Lahore,Organic,29,14,Cold,5,Desktop,Twitter,1,2,0.1,2,1,98,Good,0,I might look for alternatives.
23808,27,Female,Lahore,Social Media,41,13,Hot,4,Tablet,Direct,5,2,0.4,19,5,58,Good,1,A decent product with good value.
20549,49,Female,Islamabad,Email,9,6,Cold,0,Tablet,Facebook,3,0,0.2,7,5,131,Good,0,Not a fan of the design.
3313,46,Male,Lahore,Organic,9,11,Warm,8,Tablet,Twitter,1,1,0.7,20,7,157,No Payment,0,I expected more for the cost.
7406,33,Female,Karachi,Social Media,16,15,Cold,10,Desktop,Direct,4,1,0.3,10,10,69,No Payment,1,"Solid product, works as expected."
24098,30,Female,Lahore,Email,52,13,Hot,2,Tablet,Direct,5,0,0.6,5,5,199,Good,1,"Solid product, works as expected."
16147,42,Female,Lahore,Email,5,15,Cold,8,Desktop,ReferralSite,2,1,0.7,22,7,175,No Payment,1,I really liked the product.
22857,35,Male,Lahore,Referral,32,11,Hot,3,Desktop,ReferralSite,0,0,0.3,19,1,28,No Payment,1,The product is amazing!
898,37,Male,Lahore,Social Media,34,12,Hot,5,Tablet,Facebook,2,3,0.7,14,6,116,No Payment,1,I really liked the product.
12663,35,Female,Islamabad,Organic,58,12,Hot,5,Mobile,Direct,3,1,0.4,18,2,156,Good,1,A good choice for anyone considering it.
4454,37,Male,Gujranwala,Email,60,7,Warm,8,Mobile,Twitter,0,3,0.8,9,2,59,No Payment,0,"A good product, but I’m not ready to buy."
5629,25,Female,Lahore,Organic,40,12,Hot,7,Desktop,Twitter,1,2,0.5,15,1,191,Good,1,A good choice for anyone considering it.
14965,33,Male,Sialkot,Organic,57,5,Cold,9,Tablet,Twitter,2,0,0.4,9,0,34,No Payment,0,I expected more for the cost.
1784,23,Female,Peshawar,Organic,13,11,Warm,3,Desktop,Facebook,2,0,0.7,19,10,147,Good,0,I don't like the product.
19270,39,Male,Quetta,Email,57,10,Hot,8,Mobile,ReferralSite,4,2,0.6,17,9,90,No Payment,0,Disappointing experience.
15393,37,Male,Islamabad,Referral,43,14,Hot,3,Desktop,ReferralSite,4,0,0.2,23,7,128,No Payment,1,Great experience!
19283,58,Female,Rawalpindi,Email,18,5,Cold,5,Mobile,Facebook,1,3,0.4,8,4,180,No Payment,0,The quality is below average.
13473,35,Male,Islamabad,Organic,28,13,Cold,9,Tablet,Twitter,3,3,0.3,22,4,92,Good,1,The product works well for my needs.
7783,27,Male,Gujranwala,Organic,34,8,Warm,7,Desktop,Direct,5,1,0.2,7,2,111,No Payment,0,"It’s useful, but not for my current situation."
10032,29,Female,Rawalpindi,Organic,25,10,Warm,7,Mobile,Twitter,5,0,0.6,5,3,130,No Payment,0,A bit underwhelming overall.
22490,52,Male,Faisalabad,Organic,22,4,Cold,5,Tablet,Direct,3,3,0.4,20,7,26,Good,0,"I’m satisfied, but it’s not a fit for me."
14737,46,Female,Lahore,Referral,54,13,Hot,6,Tablet,Twitter,1,1,0.5,21,6,21,Good,1,A good choice for anyone considering it.
3326,28,Male,Gujranwala,Social Media,54,10,Warm,2,Tablet,Facebook,2,0,0.2,8,6,98,No Payment,0,I expected more for the cost.
152,39,Female,Islamabad,Referral,28,14,Warm,8,Tablet,Twitter,3,0,0.3,20,1,193,Good,0,The experience was frustrating.
18633,45,Female,Multan,Social Media,9,7,Cold,10,Tablet,Facebook,0,1,0.6,17,4,21,No Payment,0,I might look for alternatives.
11665,50,Female,Islamabad,Referral,14,15,Warm,7,Tablet,Google,4,0,0.8,2,6,31,No Payment,1,Great experience!
1004,38,Male,Rawalpindi,Social Media,33,5,Cold,8,Desktop,Google,3,0,0.7,22,3,149,No Payment,0,"I’m satisfied, but it’s not a fit for me."
17935,51,Male,Multan,Referral,38,3,Cold,8,Tablet,Direct,0,2,0.3,8,5,136,Good,0,I don't like the product.
6567,37,Male,Faisalabad,Social Media,31,5,Hot,4,Tablet,Direct,2,1,0.1,1,8,99,No Payment,0,"It’s useful, but not for my current situation."
13241,47,Male,Faisalabad,Referral,47,9,Hot,10,Desktop,Facebook,5,0,0.7,2,5,170,Good,0,This product didn’t work well for me.
24684,28,Female,Peshawar,Email,50,2,Hot,6,Mobile,Twitter,4,1,0.6,18,1,159,No Payment,0,Feels like it’s missing something.
697,39,Male,Lahore,Organic,54,11,Hot,1,Desktop,Google,0,3,0.2,1,3,176,No Payment,1,It’s a reliable product.
9886,49,Female,Islamabad,Social Media,7,14,Warm,8,Mobile,Twitter,2,0,0.4,3,4,64,No Payment,1,The quality is impressive for the price.
19948,53,Female,Faisalabad,Social Media,28,5,Cold,1,Desktop,Google,0,3,0.4,7,5,30,No Payment,0,Not a fan of the design.
3260,43,Male,Multan,Email,58,3,Cold,1,Desktop,Google,2,1,0.7,13,8,113,No Payment,0,The experience was frustrating.
2595,25,Male,Karachi,Referral,15,11,Cold,4,Mobile,Twitter,4,1,0.6,9,5,92,No Payment,0,"I like it, but the price is too high."
25726,42,Female,Karachi,Social Media,50,15,Hot,10,Mobile,ReferralSite,3,1,0.1,16,9,147,Good,1,A decent product with good value.
18363,23,Male,Rawalpindi,Social Media,46,12,Hot,9,Desktop,Facebook,3,3,0.7,7,3,35,No Payment,0,It did not meet my expectations.
1621,31,Female,Quetta,Email,30,3,Cold,8,Tablet,Twitter,0,0,0.5,22,1,49,No Payment,0,"It’s decent, but not for me."
22558,31,Male,Karachi,Organic,52,15,Cold,10,Mobile,Direct,5,1,0.3,4,5,169,No Payment,1,The quality is impressive for the price.
1683,52,Male,Multan,Organic,50,14,Hot,8,Desktop,ReferralSite,1,1,0.5,13,2,166,No Payment,0,"It’s decent, but not for me."
682,30,Male,Multan,Email,7,3,Cold,9,Tablet,Twitter,0,3,0.6,6,6,29,No Payment,0,Could have been better.
24805,57,Male,Sialkot,Email,11,9,Hot,4,Desktop,Facebook,2,0,0.2,10,0,75,No Payment,0,The product quality is okay.
8487,41,Male,Quetta,Referral,31,9,Cold,7,Desktop,Google,3,0,0.4,3,0,53,No Payment,0,The quality is below average.
10485,56,Female,Quetta,Referral,35,11,Warm,0,Mobile,Twitter,5,0,0.2,18,6,99,No Payment,0,The product is not bad.
6333,22,Male,Lahore,Email,40,6,Cold,10,Desktop,ReferralSite,1,0,0.7,13,7,167,No Payment,0,"It’s useful, but not for my current situation."
16316,25,Male,Sialkot,Referral,35,15,Warm,3,Mobile,Facebook,2,2,0.8,5,1,156,Good,0,Not a fan of the design.
24696,26,Female,Sialkot,Organic,51,13,Hot,2,Desktop,ReferralSite,1,0,0.5,4,4,38,Good,0,The product has potential.
3008,48,Female,Peshawar,Social Media,39,14,Hot,6,Mobile,Twitter,1,1,0.3,10,2,80,No Payment,0,"It’s useful, but not for my current situation."
14813,46,Male,Islamabad,Social Media,21,13,Hot,6,Tablet,Twitter,4,0,0.3,19,6,46,No Payment,1,Great experience!
23450,27,Male,Lahore,Social Media,48,14,Hot,0,Desktop,Facebook,3,1,0.7,16,0,184,Good,1,I really liked the product.
12529,34,Male,Multan,Organic,54,4,Cold,5,Desktop,Direct,4,3,0.4,7,0,95,No Payment,0,"I’m satisfied, but it’s not a fit for me."
13480,45,Female,Karachi,Referral,6,14,Hot,6,Tablet,ReferralSite,0,2,0.6,16,8,104,No Payment,1,"Happy with the purchase, though not exceptional."
5512,40,Female,Lahore,Organic,57,14,Hot,7,Desktop,ReferralSite,1,0,0.5,9,8,191,Good,1,The product works well for my needs.
9671,32,Male,Lahore,Email,31,15,Hot,0,Mobile,Twitter,5,3,0.2,24,2,22,Good,1,"Solid product, works as expected."
19735,50,Female,Lahore,Referral,50,14,Cold,6,Tablet,Google,5,1,0.7,24,10,163,No Payment,1,It does the job as advertised.
23807,21,Female,Karachi,Organic,19,4,Hot,2,Desktop,Facebook,5,3,0.4,11,4,175,No Payment,0,Not as reliable as I hoped.
907,48,Female,Rawalpindi,Organic,26,11,Warm,1,Mobile,Google,5,0,0.2,24,4,161,Good,0,The experience was frustrating.
6519,53,Male,Islamabad,Social Media,10,3,Warm,0,Mobile,ReferralSite,1,2,0.6,19,8,150,No Payment,0,The quality is below average.
22988,49,Female,Lahore,Organic,13,15,Hot,7,Desktop,Direct,1,3,0.4,12,7,167,No Payment,1,It has improved my workflow significantly.
14925,32,Male,Multan,Social Media,43,14,Hot,4,Desktop,Facebook,0,2,0.5,7,1,76,Good,0,"It’s okay, but not worth the price."
20295,34,Male,Peshawar,Referral,16,4,Warm,1,Mobile,Facebook,1,2,0.7,16,6,138,Good,0,Could have been better.
8442,49,Female,Islamabad,Social Media,19,15,Cold,6,Tablet,Twitter,4,3,0.7,7,9,71,Good,1,It has improved my workflow significantly.
2232,56,Male,Multan,Referral,23,5,Hot,5,Tablet,Facebook,1,2,0.4,18,0,185,No Payment,0,I don't like the product.
20323,39,Female,Islamabad,Organic,60,14,Cold,9,Desktop,Google,4,1,0.6,1,4,137,No Payment,1,The quality is impressive for the price.
18446,37,Male,Quetta,Referral,22,13,Hot,0,Mobile,Twitter,5,3,0.1,19,3,55,Good,0,"A good product, but I’m not ready to buy."
9972,44,Female,Peshawar,Referral,41,6,Warm,0,Tablet,Facebook,1,0,0.8,23,3,87,No Payment,0,A bit underwhelming overall.
22,32,Male,Islamabad,Social Media,60,15,Hot,4,Desktop,Facebook,1,2,0.1,14,4,115,Good,1,It’s a reliable product.
20674,49,Male,Lahore,Referral,45,13,Cold,8,Mobile,Google,3,0,0.7,24,7,85,No Payment,1,Very satisfied with the service.
6794,50,Female,Sialkot,Email,21,3,Hot,9,Desktop,Direct,1,2,0.3,12,8,39,Good,0,"I’m satisfied, but it’s not a fit for me."
21097,21,Female,Faisalabad,Social Media,30,2,Cold,6,Desktop,ReferralSite,0,3,0.3,22,0,159,Good,0,It’s functional but needs improvements.
13376,38,Male,Karachi,Email,54,13,Warm,3,Tablet,Facebook,2,3,0.8,22,2,43,Good,0,Could have been better.
18115,47,Female,Gujranwala,Email,25,3,Hot,0,Tablet,Google,5,1,0.4,14,3,187,No Payment,0,Not a fan of the design.
17976,57,Female,Karachi,Referral,33,7,Cold,3,Mobile,Twitter,2,0,0.3,24,9,173,Good,0,Not as reliable as I hoped.
26019,59,Male,Islamabad,Organic,7,12,Warm,7,Mobile,Direct,1,2,0.8,2,1,129,No Payment,0,I don't like the product.
11366,30,Male,Lahore,Social Media,35,15,Hot,2,Tablet,ReferralSite,0,1,0.3,19,10,104,Good,1,The quality is impressive for the price.
7891,37,Female,Lahore,Referral,6,15,Hot,7,Desktop,Direct,3,2,0.8,6,4,119,Good,1,It has improved my workflow significantly.
8852,38,Female,Quetta,Referral,40,8,Warm,2,Mobile,Facebook,0,0,0.7,14,10,90,Good,0,The quality is below average.
9481,59,Male,Sialkot,Organic,12,5,Cold,1,Mobile,Google,5,1,0.3,19,3,173,No Payment,0,"I’m satisfied, but it’s not a fit for me."
21131,39,Female,Peshawar,Email,30,6,Cold,8,Mobile,Twitter,5,1,0.2,24,4,43,Good,0,I might look for alternatives.
25986,25,Male,Gujranwala,Referral,17,14,Hot,1,Desktop,ReferralSite,5,0,0.6,18,8,100,Good,0,"I’m satisfied, but it’s not a fit for me."
5973,32,Female,Islamabad,Organic,50,13,Hot,5,Mobile,ReferralSite,5,0,0.7,6,5,102,No Payment,1,This is exactly what I was looking for.
11054,58,Male,Quetta,Referral,6,6,Hot,1,Desktop,Twitter,2,3,0.3,21,9,135,Good,0,"It’s okay, but not worth the price."
11784,38,Male,Karachi,Social Media,43,14,Cold,7,Mobile,Direct,4,3,0.6,15,6,186,Good,1,"Good quality, but there’s room for improvement."
18204,27,Female,Islamabad,Email,32,13,Hot,0,Mobile,Facebook,2,1,0.7,5,9,61,No Payment,1,I use it regularly and it meets my expectations.
25250,27,Male,Sialkot,Referral,43,5,Warm,4,Mobile,Facebook,2,0,0.4,21,2,84,Good,0,It did not meet my expectations.
5064,44,Male,Lahore,Social Media,22,15,Hot,9,Mobile,Google,4,1,0.3,3,4,39,No Payment,1,Very satisfied with the service.
18912,36,Male,Karachi,Organic,51,15,Warm,6,Desktop,Google,1,1,0.5,13,5,197,Good,1,This product is quite useful.
8285,38,Male,Karachi,Referral,23,13,Cold,9,Desktop,Direct,2,1,0.8,1,10,122,No Payment,1,This product is quite useful.
19649,31,Male,Lahore,Organic,53,11,Hot,0,Mobile,Google,5,1,0.5,7,6,153,Good,1,The product works well for my needs.
3932,56,Male,Faisalabad,Social Media,47,15,Hot,3,Desktop,Facebook,1,2,0.2,4,7,176,Good,0,I expected more for the cost.
21161,50,Male,Islamabad,Email,40,13,Cold,10,Mobile,Google,3,0,0.5,1,9,68,Good,1,Great experience!
9355,36,Male,Islamabad,Social Media,44,15,Hot,10,Tablet,Google,5,1,0.4,20,2,26,No Payment,1,"Solid product, works as expected."
13247,29,Male,Faisalabad,Referral,54,8,Hot,5,Tablet,Google,0,0,0.7,22,3,54,Good,0,It’s functional but needs improvements.
11380,28,Female,Gujranwala,Organic,16,7,Hot,5,Desktop,Direct,3,0,0.6,2,8,45,No Payment,0,The product is not bad.
8366,23,Male,Peshawar,Organic,31,14,Cold,6,Desktop,Facebook,1,0,0.4,15,9,78,Good,0,A bit underwhelming overall.
8536,47,Male,Islamabad,Social Media,19,15,Cold,7,Mobile,Google,3,3,0.5,6,7,63,Good,1,The quality is impressive for the price.
15167,49,Male,Karachi,Referral,19,3,Hot,9,Desktop,Facebook,1,0,0.4,7,1,184,No Payment,0,I expected more for the cost.
10434,38,Female,Lahore,Referral,8,15,Cold,8,Desktop,Twitter,5,3,0.6,14,7,59,No Payment,1,"It’s nice to have, though not life-changing."
2560,31,Female,Lahore,Email,39,14,Cold,10,Tablet,Facebook,0,0,0.6,18,8,79,No Payment,1,This is exactly what I was looking for.
15192,52,Female,Karachi,Email,43,6,Warm,9,Desktop,ReferralSite,1,1,0.1,6,2,163,No Payment,0,A bit underwhelming overall.
12488,39,Male,Lahore,Email,47,12,Hot,10,Mobile,Facebook,0,0,0.2,3,2,185,No Payment,1,"It’s nice to have, though not life-changing."
13941,52,Male,Sialkot,Social Media,47,10,Cold,4,Tablet,Facebook,0,2,0.1,5,3,187,No Payment,0,"I like it, but the price is too high."
14498,24,Male,Faisalabad,Social Media,36,10,Cold,1,Tablet,Facebook,5,2,0.6,4,6,158,Good,0,"It’s nice, but not what I need."
10808,39,Female,Islamabad,Social Media,8,13,Warm,9,Tablet,Twitter,5,2,0.7,8,10,186,No Payment,1,"Happy with the purchase, though not exceptional."
20048,31,Female,Sialkot,Social Media,57,7,Hot,6,Tablet,ReferralSite,3,3,0.7,20,6,196,Good,0,"It’s decent, but not for me."
8661,50,Male,Karachi,Social Media,11,14,Warm,8,Tablet,Twitter,5,3,0.4,19,8,126,No Payment,1,I really liked the product.
11382,39,Female,Karachi,Email,47,14,Hot,4,Tablet,Twitter,3,2,0.8,3,4,107,Good,1,I really liked the product.
646,33,Female,Islamabad,Organic,12,15,Hot,7,Mobile,Direct,4,3,0.6,3,6,82,No Payment,1,"It’s nice to have, though not life-changing."
1067,46,Female,Lahore,Email,36,13,Warm,1,Desktop,Facebook,2,2,0.2,23,5,172,No Payment,0,The quality is below average.
18259,56,Male,Quetta,Email,54,4,Hot,2,Mobile,Google,3,3,0.6,16,10,87,No Payment,0,I don't like the product.
5290,40,Female,Lahore,Organic,13,15,Warm,10,Desktop,Twitter,1,2,0.1,10,8,148,No Payment,1,"It’s nice to have, though not life-changing."
13439,33,Male,Multan,Organic,31,9,Hot,0,Mobile,ReferralSite,5,1,0.2,18,6,90,No Payment,0,Not as reliable as I hoped.
11451,39,Male,Peshawar,Organic,53,3,Hot,9,Tablet,ReferralSite,1,3,0.3,1,1,86,No Payment,0,Not as reliable as I hoped.
15383,26,Female,Karachi,Referral,53,14,Hot,1,Desktop,Direct,5,0,0.5,4,5,155,Good,1,The product works well for my needs.
9362,41,Female,Karachi,Social Media,45,14,Warm,8,Tablet,Twitter,5,3,0.4,7,6,149,No Payment,1,I really liked the product.
6706,33,Male,Lahore,Referral,43,2,Hot,2,Mobile,ReferralSite,1,2,0.2,10,6,40,Good,0,"It’s passable, but I wouldn’t recommend it."
15228,37,Male,Karachi,Referral,56,14,Hot,7,Tablet,ReferralSite,5,0,0.3,14,0,125,Good,1,I really liked the product.
14230,39,Male,Lahore,Email,21,15,Cold,10,Mobile,ReferralSite,4,3,0.4,14,6,58,Good,1,"Good quality, but there’s room for improvement."
23913,35,Female,Sialkot,Organic,54,7,Hot,2,Desktop,Twitter,3,2,0.1,10,9,81,No Payment,0,"It’s okay, but not worth the price."
22847,24,Female,Rawalpindi,Organic,53,5,Hot,5,Tablet,Twitter,1,1,0.8,18,2,175,Good,0,"It’s useful, but not for my current situation."
