LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion,feedback
6423,20,Male,Peshawar,Social Media,36,3,Warm,7,Tablet,Direct,0,0,0.4,21,0,155,No Payment,0,"I’m satisfied, but it’s not a fit for me."
6424,60,Female,Karachi,Social Media,33,11,Cold,5,Desktop,Facebook,0,1,0.5,20,1,149,Good,0,"It’s decent, but not for me."
6425,32,Female,Karachi,Social Media,47,4,Hot,3,Tablet,Facebook,4,1,0.5,12,1,115,No Payment,0,"It’s just okay, not great."
6426,38,Female,Faisalabad,Organic,39,11,Cold,7,Tablet,Facebook,3,2,0.6,6,5,53,Good,0,A bit underwhelming overall.
6427,36,Male,Islamabad,Organic,57,4,Warm,2,Tablet,Direct,0,3,0.7,6,3,150,Good,0,"It’s just okay, not great."
6428,24,Female,Multan,Referral,36,9,Warm,3,Tablet,Twitter,1,1,0.7,3,8,54,No Payment,0,Feels like it’s missing something.
6429,39,Female,Sialkot,Referral,54,14,Hot,1,Mobile,Facebook,4,2,0.2,5,9,108,Good,0,It did not meet my expectations.
6430,39,Male,Quetta,Social Media,8,5,Cold,6,Mobile,Facebook,3,3,0.2,13,2,103,Good,0,The product quality is okay.
6431,52,Female,Peshawar,Social Media,15,2,Cold,3,Mobile,Direct,4,0,0.3,16,7,128,No Payment,0,Could have been better.
6432,55,Male,Multan,Email,13,4,Cold,6,Mobile,ReferralSite,5,3,0.4,24,8,139,No Payment,0,I quite like the product.
6433,40,Female,Quetta,Social Media,29,11,Hot,7,Desktop,ReferralSite,3,0,0.7,14,9,145,Good,0,Not a fan of the design.
6434,20,Female,Lahore,Referral,46,6,Warm,0,Tablet,ReferralSite,4,0,0.6,3,5,82,Good,0,Didn’t quite work as expected.
6435,27,Female,Islamabad,Organic,51,7,Cold,4,Mobile,ReferralSite,3,0,0.5,2,10,77,No Payment,0,The product quality is okay.
6436,41,Male,Multan,Social Media,52,9,Hot,6,Desktop,Google,2,0,0.7,19,2,185,No Payment,0,Disappointing experience.
6437,41,Female,Faisalabad,Email,38,10,Warm,0,Mobile,Direct,5,1,0.2,16,1,154,No Payment,0,"I like it, but the price is too high."
6438,45,Female,Faisalabad,Organic,46,6,Warm,0,Mobile,Google,4,3,0.6,13,2,116,No Payment,0,Feels like it’s missing something.
6439,56,Male,Multan,Organic,27,11,Warm,10,Mobile,ReferralSite,0,2,0.5,24,9,114,Good,0,Not satisfied at all.
6440,59,Male,Gujranwala,Referral,22,5,Hot,4,Tablet,Twitter,2,2,0.5,12,4,24,Good,0,"I’m satisfied, but it’s not a fit for me."
6441,21,Male,Faisalabad,Social Media,8,2,Warm,5,Desktop,Twitter,1,1,0.5,5,2,188,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6442,31,Female,Quetta,Organic,13,13,Cold,4,Tablet,Direct,5,3,0.2,16,3,147,No Payment,0,"It’s decent, but not for me."
6443,32,Male,Sialkot,Email,36,11,Warm,2,Tablet,Google,1,0,0.3,4,10,68,No Payment,0,The experience was frustrating.
6444,41,Female,Multan,Email,35,6,Hot,7,Desktop,Facebook,3,0,0.6,18,9,92,No Payment,0,I might look for alternatives.
6445,41,Male,Lahore,Social Media,13,15,Cold,7,Tablet,Google,2,1,0.4,15,9,144,No Payment,1,The quality is impressive for the price.
6446,50,Male,Sialkot,Social Media,19,4,Cold,10,Tablet,Google,1,2,0.2,21,7,25,No Payment,0,Disappointing experience.
6447,50,Male,Peshawar,Email,60,15,Warm,7,Mobile,ReferralSite,0,2,0.7,11,4,72,No Payment,0,The product is not bad.
6448,22,Female,Lahore,Social Media,22,3,Cold,1,Mobile,Facebook,0,3,0.4,12,4,75,No Payment,0,"It’s okay, but not worth the price."
6449,28,Female,Faisalabad,Email,37,13,Warm,9,Desktop,Direct,4,0,0.1,12,2,160,Good,0,"A good product, but I’m not ready to buy."
6450,50,Male,Sialkot,Email,49,8,Warm,0,Desktop,Direct,4,2,0.3,14,1,153,Good,0,Feels like it’s missing something.
6451,29,Male,Sialkot,Email,44,7,Cold,8,Desktop,Google,2,0,0.1,22,9,99,No Payment,0,The product has potential.
6452,60,Female,Karachi,Email,51,11,Warm,1,Tablet,Twitter,3,3,0.5,7,3,194,No Payment,0,It did not meet my expectations.
6453,49,Male,Lahore,Organic,8,5,Warm,0,Desktop,Facebook,5,3,0.4,15,1,43,Good,0,Didn’t quite work as expected.
6454,54,Female,Faisalabad,Organic,49,3,Hot,10,Desktop,Twitter,1,3,0.4,3,4,54,No Payment,0,The product quality is okay.
6455,41,Female,Karachi,Social Media,14,7,Warm,7,Mobile,Twitter,0,0,0.3,6,5,178,No Payment,0,"It’s okay, but not worth the price."
6456,49,Female,Sialkot,Email,29,12,Warm,2,Mobile,Direct,1,2,0.4,12,3,84,Good,0,I might look for alternatives.
6457,46,Male,Karachi,Organic,47,14,Hot,2,Mobile,ReferralSite,4,3,0.6,15,0,167,No Payment,0,"It’s okay, but not worth the price."
6458,23,Female,Multan,Referral,14,5,Warm,9,Tablet,Direct,3,3,0.7,16,8,177,Good,0,I expected more for the cost.
6459,53,Male,Faisalabad,Social Media,11,11,Hot,4,Desktop,ReferralSite,1,1,0.2,4,2,107,Good,0,This product didn’t work well for me.
6460,39,Male,Faisalabad,Email,40,11,Hot,4,Mobile,Direct,5,0,0.2,6,9,133,Good,0,"It’s just okay, not great."
6461,56,Male,Faisalabad,Email,9,2,Cold,4,Desktop,Facebook,3,0,0.6,4,9,119,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6462,40,Male,Sialkot,Organic,43,2,Hot,10,Mobile,Facebook,0,0,0.2,10,0,56,No Payment,0,I quite like the product.
6463,55,Female,Peshawar,Organic,54,2,Hot,3,Tablet,Facebook,5,0,0.3,3,8,28,Good,0,The product quality is okay.
6464,54,Female,Islamabad,Referral,40,15,Cold,8,Tablet,Facebook,2,0,0.6,15,10,78,No Payment,0,Feels like it’s missing something.
6465,21,Female,Multan,Email,42,12,Warm,7,Mobile,Facebook,3,1,0.7,18,9,200,No Payment,0,The product has potential.
6466,33,Male,Islamabad,Referral,15,12,Cold,7,Desktop,Google,2,0,0.2,4,7,52,Good,0,The product quality is okay.
6467,56,Female,Lahore,Social Media,24,10,Cold,3,Tablet,Facebook,0,2,0.3,21,0,165,No Payment,0,The product quality is okay.
6468,41,Female,Peshawar,Email,6,13,Hot,0,Tablet,Facebook,5,3,0.2,24,9,185,No Payment,0,"I like it, but the price is too high."
6469,42,Female,Multan,Social Media,46,3,Cold,5,Desktop,Google,0,3,0.4,6,9,77,Good,0,"It’s useful, but not for my current situation."
6470,24,Male,Rawalpindi,Referral,35,3,Warm,5,Desktop,Facebook,4,1,0.3,23,1,163,No Payment,0,Didn’t quite work as expected.
6471,29,Female,Gujranwala,Organic,36,12,Warm,8,Desktop,Facebook,3,2,0.6,1,0,80,No Payment,0,The experience was frustrating.
6472,37,Female,Sialkot,Referral,39,11,Hot,2,Desktop,Facebook,0,2,0.6,12,3,93,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6473,21,Male,Quetta,Email,32,13,Cold,0,Tablet,Twitter,0,2,0.2,16,9,167,Good,0,A bit underwhelming overall.
6474,41,Female,Rawalpindi,Organic,25,9,Hot,6,Desktop,ReferralSite,4,0,0.6,6,8,21,Good,0,It did not meet my expectations.
6475,44,Female,Sialkot,Social Media,48,9,Hot,10,Desktop,Direct,4,1,0.7,6,2,156,No Payment,0,Not satisfied at all.
6476,60,Female,Karachi,Organic,18,15,Hot,6,Mobile,Twitter,0,0,0.7,13,4,56,Good,0,Feels like it’s missing something.
6477,54,Female,Quetta,Organic,40,8,Cold,9,Desktop,Google,2,3,0.6,4,9,87,Good,0,I expected more for the cost.
6478,30,Male,Peshawar,Referral,55,7,Hot,4,Desktop,Google,4,3,0.8,22,4,25,No Payment,0,"It’s just okay, not great."
6479,56,Female,Peshawar,Social Media,29,2,Warm,5,Desktop,Twitter,2,1,0.2,22,8,146,No Payment,0,I don't like the product.
6480,58,Female,Peshawar,Referral,46,9,Cold,6,Tablet,Twitter,2,1,0.3,22,0,69,Good,0,"It’s okay, but not worth the price."
6481,44,Female,Quetta,Referral,20,3,Hot,7,Desktop,Facebook,4,3,0.7,15,2,34,No Payment,0,I might look for alternatives.
6482,31,Female,Multan,Social Media,60,13,Cold,3,Tablet,Google,1,0,0.5,6,6,133,No Payment,0,Disappointing experience.
6483,58,Female,Islamabad,Referral,31,11,Cold,9,Tablet,ReferralSite,0,0,0.4,9,4,52,No Payment,0,"A good product, but I’m not ready to buy."
6484,27,Male,Faisalabad,Referral,24,13,Cold,10,Tablet,Facebook,2,2,0.6,14,8,124,No Payment,0,This product didn’t work well for me.
6485,39,Female,Faisalabad,Referral,25,9,Cold,7,Tablet,Twitter,0,0,0.7,17,1,103,No Payment,0,A bit underwhelming overall.
6486,40,Female,Islamabad,Organic,39,6,Warm,1,Tablet,Twitter,3,2,0.5,4,2,59,Good,0,The product has potential.
6487,22,Male,Karachi,Referral,47,8,Warm,1,Desktop,Google,1,1,0.2,24,3,33,Good,0,Not as reliable as I hoped.
6488,37,Male,Rawalpindi,Social Media,56,15,Cold,6,Desktop,Twitter,4,2,0.7,11,4,48,No Payment,0,Could have been better.
6489,46,Female,Lahore,Email,44,12,Cold,1,Desktop,Twitter,0,3,0.3,21,9,172,No Payment,0,I might look for alternatives.
6490,25,Female,Multan,Organic,25,4,Warm,2,Mobile,ReferralSite,1,2,0.7,3,0,167,No Payment,0,The product quality is okay.
6491,51,Female,Quetta,Email,59,15,Cold,0,Mobile,Google,4,2,0.2,19,4,71,Good,0,Feels like it’s missing something.
6492,35,Female,Sialkot,Organic,22,15,Hot,3,Tablet,Twitter,5,2,0.2,13,5,77,Good,0,The product is not bad.
6493,43,Male,Sialkot,Referral,44,11,Hot,6,Mobile,ReferralSite,0,0,0.6,17,9,137,No Payment,0,"It’s just okay, not great."
6494,48,Female,Quetta,Email,55,6,Warm,4,Tablet,ReferralSite,4,2,0.5,19,7,91,No Payment,0,Not as reliable as I hoped.
6495,39,Female,Karachi,Organic,51,4,Warm,8,Mobile,ReferralSite,0,2,0.8,13,7,57,Good,0,"It’s useful, but not for my current situation."
6496,33,Female,Peshawar,Organic,52,14,Warm,7,Tablet,Facebook,3,0,0.4,4,5,182,Good,0,The experience was frustrating.
6497,53,Male,Multan,Organic,32,11,Hot,6,Tablet,Twitter,2,2,0.8,20,10,154,Good,0,Disappointing experience.
6498,39,Female,Gujranwala,Referral,35,4,Hot,10,Mobile,Twitter,4,0,0.8,14,5,179,No Payment,0,It did not meet my expectations.
6499,31,Male,Lahore,Organic,12,3,Warm,2,Desktop,Twitter,2,2,0.2,13,10,74,No Payment,0,The product quality is okay.
6500,27,Male,Lahore,Social Media,30,14,Hot,4,Desktop,Google,3,0,0.6,3,10,65,Good,0,"It’s just okay, not great."
6501,43,Male,Islamabad,Organic,6,9,Cold,7,Tablet,Direct,2,3,0.2,9,1,21,Good,0,I expected more for the cost.
6502,22,Female,Faisalabad,Referral,38,7,Hot,7,Mobile,Facebook,3,3,0.5,1,4,90,Good,0,It’s functional but needs improvements.
6503,32,Male,Multan,Social Media,44,14,Warm,6,Desktop,Twitter,3,2,0.6,1,1,52,No Payment,0,It’s functional but needs improvements.
6504,25,Male,Karachi,Social Media,6,11,Warm,2,Desktop,Direct,4,3,0.6,3,2,92,No Payment,0,"Not terrible, but I’ve seen better."
6505,48,Male,Quetta,Organic,30,2,Warm,7,Desktop,ReferralSite,3,3,0.2,14,3,91,Good,0,"It’s useful, but not for my current situation."
6506,52,Male,Quetta,Email,55,5,Warm,0,Desktop,ReferralSite,0,2,0.7,11,3,197,Good,0,Disappointing experience.
6507,21,Male,Gujranwala,Email,22,13,Hot,4,Desktop,Twitter,4,1,0.7,22,9,171,Good,0,Could have been better.
6508,50,Female,Rawalpindi,Referral,35,11,Cold,5,Tablet,Google,4,0,0.4,9,10,104,No Payment,0,"It’s decent, but not for me."
6509,52,Female,Peshawar,Referral,57,15,Warm,8,Desktop,Direct,1,3,0.6,18,6,106,No Payment,0,The quality is below average.
6510,29,Female,Rawalpindi,Email,53,2,Warm,10,Mobile,Direct,0,3,0.4,20,0,63,No Payment,0,"Not terrible, but I’ve seen better."
6511,32,Female,Multan,Referral,14,3,Hot,1,Desktop,Google,5,3,0.6,12,4,51,No Payment,0,The product is not bad.
6512,41,Male,Karachi,Social Media,59,5,Hot,6,Mobile,Twitter,0,1,0.6,9,8,170,Good,0,I might look for alternatives.
6513,50,Male,Sialkot,Referral,24,10,Hot,10,Tablet,Google,2,3,0.7,23,0,169,Good,0,"I’m satisfied, but it’s not a fit for me."
6514,53,Female,Peshawar,Email,47,14,Cold,10,Desktop,ReferralSite,0,2,0.6,21,1,100,Good,0,"A good product, but I’m not ready to buy."
6515,39,Female,Gujranwala,Social Media,14,15,Cold,3,Desktop,Twitter,5,1,0.6,8,4,86,Good,0,The product quality is okay.
6516,40,Female,Karachi,Social Media,13,6,Cold,4,Tablet,Direct,5,3,0.6,18,6,138,Good,0,It’s functional but needs improvements.
6517,29,Male,Lahore,Referral,49,14,Hot,2,Tablet,Google,0,2,0.7,10,10,89,Good,1,The product is amazing!
6518,26,Male,Sialkot,Email,50,12,Cold,8,Desktop,ReferralSite,5,0,0.5,11,10,45,No Payment,0,It did not meet my expectations.
6519,53,Male,Islamabad,Social Media,10,3,Warm,0,Mobile,ReferralSite,1,2,0.6,19,8,150,No Payment,0,The quality is below average.
6520,28,Male,Islamabad,Social Media,53,4,Warm,5,Mobile,ReferralSite,5,2,0.3,11,6,194,Good,0,Not as reliable as I hoped.
6521,33,Female,Quetta,Organic,19,10,Warm,3,Tablet,Google,3,2,0.1,22,6,85,Good,0,Didn’t quite work as expected.
6522,22,Female,Lahore,Email,53,13,Hot,4,Tablet,Direct,2,3,0.5,18,10,125,No Payment,0,The product has potential.
6523,49,Female,Peshawar,Referral,12,14,Hot,5,Mobile,Twitter,3,0,0.5,8,10,46,Good,0,A bit underwhelming overall.
6524,44,Male,Peshawar,Email,49,6,Cold,4,Mobile,Direct,4,0,0.6,14,9,162,Good,0,"It’s decent, but not for me."
6525,53,Male,Islamabad,Email,25,13,Warm,4,Mobile,Twitter,0,2,0.5,5,1,86,Good,0,I quite like the product.
6526,27,Female,Rawalpindi,Email,26,13,Hot,2,Mobile,Facebook,3,0,0.2,1,0,33,Good,0,The experience was frustrating.
6527,20,Male,Sialkot,Organic,6,7,Warm,6,Mobile,ReferralSite,3,0,0.2,14,0,68,Good,0,I expected more for the cost.
6528,39,Female,Rawalpindi,Referral,58,15,Warm,0,Tablet,Direct,2,1,0.3,19,0,104,No Payment,0,"A good product, but I’m not ready to buy."
6529,22,Female,Multan,Email,49,13,Cold,2,Mobile,Facebook,2,2,0.4,4,2,61,Good,0,It’s functional but needs improvements.
6530,58,Female,Islamabad,Organic,41,5,Hot,1,Desktop,Facebook,2,2,0.3,10,3,95,No Payment,0,"A good product, but I’m not ready to buy."
6531,25,Male,Peshawar,Organic,8,13,Warm,0,Mobile,Twitter,3,2,0.8,24,0,54,Good,0,"It’s nice, but not what I need."
6532,41,Male,Karachi,Social Media,15,12,Warm,7,Mobile,Direct,3,2,0.4,10,5,53,Good,0,Feels like it’s missing something.
6533,49,Male,Lahore,Social Media,17,9,Warm,1,Desktop,ReferralSite,1,2,0.7,20,1,115,Good,0,"It’s decent, but not for me."
6534,22,Male,Quetta,Referral,53,5,Hot,2,Tablet,ReferralSite,1,0,0.1,8,9,68,Good,0,"I like it, but the price is too high."
6535,26,Female,Quetta,Social Media,5,12,Cold,2,Desktop,Twitter,5,1,0.4,9,10,39,No Payment,0,I quite like the product.
6536,53,Male,Islamabad,Social Media,33,4,Hot,0,Desktop,ReferralSite,0,0,0.3,2,4,175,No Payment,0,"It’s nice, but not what I need."
6537,39,Male,Peshawar,Referral,54,8,Cold,1,Desktop,Twitter,4,2,0.4,1,7,195,Good,0,The product quality is okay.
6538,21,Female,Multan,Organic,52,5,Hot,4,Desktop,Twitter,5,3,0.3,3,6,72,No Payment,0,Could have been better.
6539,56,Female,Multan,Social Media,27,9,Hot,5,Tablet,Google,4,1,0.7,9,5,159,No Payment,0,"Not terrible, but I’ve seen better."
6540,39,Female,Gujranwala,Organic,5,15,Warm,10,Mobile,ReferralSite,2,3,0.4,9,8,154,Good,0,Could have been better.
6541,60,Female,Lahore,Social Media,56,9,Hot,4,Desktop,Google,5,0,0.7,20,6,151,No Payment,0,I quite like the product.
6542,33,Male,Rawalpindi,Email,21,5,Warm,0,Tablet,Facebook,0,3,0.4,15,4,178,Good,0,Disappointing experience.
6543,40,Male,Islamabad,Email,49,6,Warm,6,Desktop,Twitter,1,0,0.3,1,4,137,No Payment,0,Not a fan of the design.
6544,32,Female,Peshawar,Email,43,5,Hot,7,Mobile,Direct,4,0,0.6,9,0,111,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6545,32,Female,Lahore,Email,12,2,Warm,4,Mobile,ReferralSite,5,2,0.2,14,9,151,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6546,38,Male,Rawalpindi,Referral,57,14,Hot,5,Mobile,Facebook,2,3,0.7,20,7,63,Good,0,I expected more for the cost.
6547,37,Male,Multan,Email,31,15,Warm,2,Mobile,ReferralSite,0,2,0.2,13,0,114,No Payment,0,Could have been better.
6548,54,Male,Faisalabad,Email,40,5,Warm,7,Desktop,Facebook,1,0,0.5,24,2,77,Good,0,I might look for alternatives.
6549,40,Female,Islamabad,Referral,23,7,Cold,0,Mobile,Facebook,2,3,0.5,4,8,110,Good,0,I expected more for the cost.
6550,48,Female,Quetta,Organic,14,6,Hot,6,Tablet,ReferralSite,1,2,0.7,15,1,125,No Payment,0,Could have been better.
6551,27,Female,Karachi,Email,32,6,Cold,9,Desktop,ReferralSite,3,3,0.3,23,0,44,No Payment,0,"It’s useful, but not for my current situation."
6552,37,Male,Lahore,Organic,8,14,Hot,1,Tablet,Twitter,5,3,0.3,17,7,118,No Payment,0,Not as reliable as I hoped.
6553,29,Female,Gujranwala,Referral,21,6,Hot,5,Mobile,ReferralSite,1,0,0.7,20,4,139,Good,0,Disappointing experience.
6554,30,Male,Islamabad,Social Media,5,5,Cold,7,Desktop,Direct,0,1,0.8,23,1,133,No Payment,0,"A good product, but I’m not ready to buy."
6555,37,Female,Rawalpindi,Organic,39,9,Hot,10,Desktop,Facebook,2,1,0.4,17,8,84,Good,0,It did not meet my expectations.
6556,27,Female,Rawalpindi,Email,47,9,Warm,1,Mobile,ReferralSite,4,3,0.4,20,9,62,No Payment,0,The product is not bad.
6557,20,Male,Islamabad,Social Media,44,15,Hot,2,Desktop,ReferralSite,5,2,0.7,13,5,188,Good,0,Not satisfied at all.
6558,59,Female,Karachi,Organic,51,15,Warm,10,Tablet,ReferralSite,2,1,0.2,14,0,77,No Payment,0,"Not terrible, but I’ve seen better."
6559,55,Male,Karachi,Email,44,7,Hot,7,Tablet,Twitter,5,0,0.6,13,2,56,No Payment,0,This product didn’t work well for me.
6560,52,Male,Islamabad,Organic,45,13,Warm,4,Mobile,ReferralSite,5,0,0.7,21,6,197,No Payment,0,Didn’t quite work as expected.
6561,26,Male,Multan,Email,59,15,Cold,4,Mobile,ReferralSite,2,2,0.7,1,3,30,No Payment,0,The product quality is okay.
6562,33,Female,Rawalpindi,Referral,34,13,Cold,1,Tablet,Twitter,4,0,0.5,5,0,161,No Payment,0,"It’s decent, but not for me."
6563,54,Male,Karachi,Referral,27,14,Cold,7,Tablet,Direct,2,2,0.2,15,0,66,Good,0,"It’s decent, but not for me."
6564,42,Male,Faisalabad,Social Media,20,7,Cold,1,Desktop,ReferralSite,3,1,0.4,8,7,33,No Payment,0,The product is not bad.
6565,55,Male,Peshawar,Email,20,6,Warm,6,Desktop,ReferralSite,2,1,0.6,10,9,54,Good,0,"A good product, but I’m not ready to buy."
6566,40,Male,Quetta,Organic,59,12,Warm,6,Desktop,Facebook,1,2,0.4,17,10,79,No Payment,0,Disappointing experience.
6567,37,Male,Faisalabad,Social Media,31,5,Hot,4,Tablet,Direct,2,1,0.1,1,8,99,No Payment,0,"It’s useful, but not for my current situation."
6568,29,Male,Karachi,Organic,27,9,Hot,8,Tablet,Twitter,5,3,0.8,10,4,124,No Payment,0,The quality is below average.
6569,38,Female,Quetta,Referral,41,2,Hot,3,Mobile,Twitter,4,3,0.6,21,7,120,Good,0,I expected more for the cost.
6570,56,Male,Lahore,Organic,40,8,Warm,6,Tablet,Google,2,1,0.6,1,0,154,No Payment,0,Not satisfied at all.
6571,35,Female,Gujranwala,Social Media,44,11,Hot,9,Mobile,Twitter,3,1,0.7,21,3,85,Good,0,I don't like the product.
6572,30,Male,Multan,Organic,51,14,Hot,5,Mobile,Facebook,2,3,0.7,1,7,120,Good,0,It did not meet my expectations.
6573,24,Female,Rawalpindi,Referral,30,7,Warm,5,Desktop,Facebook,3,1,0.3,2,8,86,Good,0,The experience was frustrating.
6574,39,Male,Rawalpindi,Social Media,24,12,Cold,5,Desktop,Twitter,5,2,0.2,14,5,87,No Payment,0,"It’s useful, but not for my current situation."
6575,59,Male,Lahore,Email,49,15,Hot,0,Mobile,ReferralSite,3,2,0.2,22,9,157,Good,0,This product didn’t work well for me.
6576,41,Female,Lahore,Social Media,20,6,Hot,9,Mobile,Direct,5,2,0.3,10,7,90,Good,0,"It’s nice, but not what I need."
6577,54,Female,Multan,Referral,15,7,Cold,5,Desktop,ReferralSite,1,3,0.5,9,2,73,Good,0,I quite like the product.
6578,48,Male,Peshawar,Social Media,15,15,Warm,2,Mobile,Direct,5,1,0.4,10,10,97,No Payment,0,A bit underwhelming overall.
6579,23,Female,Faisalabad,Referral,54,11,Cold,5,Desktop,Google,1,1,0.7,6,0,26,No Payment,0,"It’s decent, but not for me."
6580,28,Female,Gujranwala,Referral,57,13,Cold,1,Mobile,Google,5,3,0.6,7,3,125,No Payment,0,It’s functional but needs improvements.
6581,21,Female,Rawalpindi,Referral,24,7,Cold,2,Mobile,Facebook,2,0,0.2,17,9,77,No Payment,0,"It’s okay, but not worth the price."
6582,50,Female,Multan,Social Media,55,11,Warm,1,Tablet,Google,4,1,0.5,18,0,27,No Payment,0,"Not terrible, but I’ve seen better."
6583,23,Female,Peshawar,Organic,41,8,Warm,3,Tablet,Twitter,1,2,0.5,17,5,97,Good,0,The product quality is okay.
6584,26,Female,Islamabad,Organic,8,13,Hot,0,Desktop,Facebook,3,3,0.4,15,5,177,No Payment,0,The product quality is okay.
6585,44,Male,Gujranwala,Organic,9,3,Cold,1,Mobile,Google,3,0,0.2,1,5,152,No Payment,0,It did not meet my expectations.
6586,23,Female,Quetta,Social Media,34,3,Warm,8,Tablet,Google,4,2,0.1,20,4,67,No Payment,0,Not as reliable as I hoped.
6587,25,Male,Multan,Referral,57,6,Hot,9,Mobile,ReferralSite,2,1,0.3,11,2,30,No Payment,0,The product has potential.
6588,47,Female,Rawalpindi,Social Media,42,14,Hot,7,Tablet,Direct,1,0,0.6,6,10,191,Good,0,It did not meet my expectations.
6589,45,Male,Lahore,Referral,18,14,Cold,10,Desktop,Direct,5,3,0.5,12,10,181,Good,1,Very satisfied with the service.
6590,31,Female,Gujranwala,Social Media,29,15,Cold,4,Desktop,Facebook,3,2,0.8,2,7,51,No Payment,0,"It’s decent, but not for me."
6591,58,Male,Faisalabad,Social Media,19,6,Hot,3,Desktop,ReferralSite,3,2,0.6,16,5,36,Good,0,"It’s decent, but not for me."
6592,57,Male,Gujranwala,Social Media,26,11,Cold,4,Tablet,Twitter,2,0,0.1,12,5,43,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6593,60,Female,Rawalpindi,Email,54,12,Cold,1,Mobile,ReferralSite,4,1,0.2,8,3,138,No Payment,0,"Not terrible, but I’ve seen better."
6594,48,Male,Rawalpindi,Referral,54,11,Hot,10,Mobile,Twitter,4,2,0.4,14,2,153,Good,0,It’s functional but needs improvements.
6595,59,Female,Peshawar,Organic,24,7,Warm,1,Tablet,Twitter,5,2,0.5,5,0,113,Good,0,"It’s okay, but not worth the price."
6596,42,Female,Faisalabad,Social Media,34,2,Warm,3,Mobile,Twitter,4,1,0.4,22,10,39,Good,0,"I like it, but the price is too high."
6597,39,Female,Sialkot,Email,7,2,Hot,2,Mobile,ReferralSite,5,3,0.3,8,2,154,No Payment,0,"It’s decent, but not for me."
6598,41,Male,Islamabad,Email,23,8,Warm,10,Tablet,Google,3,2,0.3,2,8,121,Good,0,Not a fan of the design.
6599,32,Male,Lahore,Social Media,8,2,Warm,5,Desktop,Google,5,3,0.6,16,7,156,No Payment,0,Could have been better.
6600,54,Male,Multan,Social Media,38,2,Cold,0,Tablet,Direct,2,0,0.8,2,0,74,Good,0,"I like it, but the price is too high."
6601,25,Male,Islamabad,Referral,8,13,Warm,0,Tablet,Google,2,2,0.2,3,0,31,No Payment,0,Not as reliable as I hoped.
6602,49,Male,Sialkot,Email,31,2,Hot,9,Tablet,Google,2,3,0.2,5,7,129,Good,0,"It’s decent, but not for me."
6603,56,Male,Peshawar,Organic,20,4,Warm,6,Desktop,Facebook,4,3,0.2,4,8,96,Good,0,Not a fan of the design.
6604,28,Male,Faisalabad,Referral,42,4,Warm,9,Desktop,Direct,0,2,0.2,2,7,85,No Payment,0,A bit underwhelming overall.
6605,25,Male,Multan,Referral,57,7,Warm,3,Desktop,Twitter,4,0,0.6,7,0,27,No Payment,0,Disappointing experience.
6606,49,Female,Gujranwala,Social Media,13,10,Warm,1,Mobile,ReferralSite,4,3,0.6,9,9,34,No Payment,0,"It’s decent, but not for me."
6607,26,Male,Quetta,Email,47,7,Hot,5,Tablet,ReferralSite,0,0,0.4,22,7,29,Good,0,"I’m satisfied, but it’s not a fit for me."
6608,49,Female,Lahore,Referral,37,8,Hot,9,Mobile,Google,0,2,0.2,3,5,48,No Payment,0,Not a fan of the design.
6609,39,Female,Peshawar,Organic,15,15,Cold,7,Desktop,ReferralSite,0,0,0.8,9,10,200,No Payment,0,"I like it, but the price is too high."
6610,49,Female,Peshawar,Referral,20,8,Warm,2,Desktop,Google,4,0,0.4,6,5,70,No Payment,0,"It’s okay, but not worth the price."
6611,50,Female,Rawalpindi,Email,39,6,Warm,0,Mobile,ReferralSite,2,3,0.1,14,3,105,No Payment,0,I quite like the product.
6612,34,Male,Sialkot,Organic,16,15,Warm,7,Desktop,Twitter,0,0,0.6,13,3,144,No Payment,0,"It’s passable, but I wouldn’t recommend it."
6613,34,Male,Rawalpindi,Organic,56,8,Cold,9,Mobile,Google,3,2,0.8,17,3,137,Good,0,I quite like the product.
6614,29,Female,Karachi,Referral,60,2,Hot,4,Tablet,Google,3,1,0.5,20,9,182,Good,0,Disappointing experience.
6615,59,Male,Rawalpindi,Organic,30,15,Hot,10,Tablet,Twitter,2,2,0.2,11,9,113,No Payment,0,Not a fan of the design.
6616,36,Female,Islamabad,Email,32,5,Hot,3,Tablet,Twitter,5,1,0.3,6,10,185,No Payment,0,Not satisfied at all.
6617,43,Male,Islamabad,Social Media,54,4,Cold,1,Tablet,Google,5,3,0.5,18,5,96,No Payment,0,The product quality is okay.
6618,45,Female,Lahore,Email,59,10,Cold,3,Mobile,Direct,2,2,0.8,21,9,139,No Payment,0,"I’m satisfied, but it’s not a fit for me."
6619,31,Male,Peshawar,Email,22,9,Cold,10,Tablet,ReferralSite,3,1,0.2,19,2,22,No Payment,0,The experience was frustrating.
6620,41,Male,Gujranwala,Organic,30,9,Hot,2,Tablet,Twitter,0,3,0.8,13,3,101,Good,0,I don't like the product.
